State,CountyName,Tract_FIPS,Urban,TOTALPOP,PERCENT_LOWA_Pop,LOWA_POP,PERCENT_LOWI,LOWI,PERCENT_HUNV,HUNV,PERCENT_KIDS,KIDS,PERCENT_SENIORS,SENIORS
MO,Benton,29015960800,No,3541,29.6,1049,6.8,239,3,47,6.1,217,6.5,229
MO,Bollinger,29017950300,No,3068,20.2,618,4.2,127,0.8,10,4.8,147,3.7,114
MO,Boone,29019000401,Yes,2725,55.4,1511,4.4,56,2,15,0.9,25,0.4,10
MO,Boone,29019000402,Yes,3652,100,3652,29.3,22,17.4,4,0.1,5,0.1,4
MO,Boone,29019000500,Yes,2446,100,2446,50.8,951,33,386,4.6,112,3.5,85
MO,Buchanan,29021000400,Yes,1925,48.1,925,6.1,113,6.7,48,14.9,286,6,116
MO,Buchanan,29021001200,Yes,1904,100,1904,22.9,363,30.4,241,19,361,24.4,464
MO,Buchanan,29021002100,Yes,2529,30.6,775,3.2,81,1.3,12,8.2,207,3.5,88
MO,Butler,29023950400,Yes,3434,29.8,1022,4.5,149,3.4,49,7.5,256,4.4,152
MO,Butler,29023950600,No,4421,35.8,1585,6.9,305,3.2,57,8.5,377,6.8,300
MO,Butler,29023950900,No,3941,25.4,999,5.7,215,3.3,51,7.1,280,3.1,123
MO,Caldwell,29025950100,No,3089,62.2,1920,8.3,252,6.2,76,17.2,532,11.7,362
MO,Camden,29029950500,Yes,3178,19.5,619,3.2,98,1.6,21,4.3,135,3,96
MO,Camden,29029950800,No,5807,25.5,1483,4.1,237,1,23,6.7,386,4,233
MO,Cape Girardeau,29031980900,Yes,2537,57.9,1469,14.2,357,5.3,58,13.8,351,6.7,170
MO,Carroll,29033960200,No,3103,65.9,2046,9.2,285,3.6,45,16.1,498,12.7,396
MO,Carter,29035960100,No,3439,99.7,3430,25,856,6.9,90,27.2,936,13.7,471
MO,Carter,29035960200,No,2502,83.7,2093,21.6,529,5.5,59,17.9,448,16.1,403
MO,Cass,29037060100,Yes,2092,100,2092,3.7,80,0.8,6,39.2,821,1.7,35
MO,Cedar,29039970100,No,5191,17.5,910,3,155,0.4,9,4.7,242,2.9,152
MO,Cedar,29039970200,Yes,5242,42.3,2217,8.9,457,5.6,124,11,577,7.8,410
MO,Chariton,29041970200,No,2713,64.9,1761,9.2,246,5.7,68,14.6,395,16.2,440
MO,Clark,29045950100,No,2187,38.6,845,4.6,101,2.5,22,8.6,188,7.8,171
MO,Clay,29047020000,Yes,430,62.4,268,8.5,38,11.1,33,4.7,20,1.8,8
MO,Clay,29047020100,Yes,4452,100,4452,12.1,537,13,309,18.4,820,14.8,661
MO,Clay,29047020500,Yes,6046,51.1,3090,5.5,334,4.7,118,12.9,779,6.8,413
MO,Clay,29047020602,Yes,3705,19.9,736,1.9,69,0.5,7,5.4,201,1.8,65
MO,Cole,29051010100,Yes,4009,100,4009,35.6,845,32.6,417,14.3,573,5.7,228
MO,Cole,29051010500,Yes,4715,77.6,3660,22.7,937,13,257,16.4,773,8.9,421
MO,Crawford,29055950200,No,3932,14.1,554,2.6,103,0.4,5,3.6,143,2.1,82
MO,Dade,29057980100,No,4709,12.3,579,1.4,62,0.3,5,2.9,137,2.4,114
MO,Dallas,29059980100,No,4529,60.8,2753,12.2,546,7.1,121,16.8,762,8.9,405
MO,Dallas,29059980300,No,6171,15.6,965,2,124,0.6,14,4,245,2.2,134
MO,Daviess,29061970100,No,3197,44.9,1435,7.4,235,3.9,50,12.2,391,7.6,243
MO,DeKalb,29063980100,No,7503,31.5,2366,6.3,295,4.1,80,9.3,699,6.5,487
MO,Dent,29065960100,No,4586,22.1,1015,3.5,161,1.4,25,5.9,271,3.1,142
MO,Dent,29065960200,No,4735,21.8,1030,4.2,196,0.8,16,5,237,3.8,179
MO,Douglas,29067950100,No,3589,71.9,2579,13.2,472,3.7,52,18.2,654,10.2,366
MO,Dunklin,29069960500,Yes,3015,23.9,721,6.8,199,4,50,6.7,201,3.1,93
MO,Dunklin,29069960600,Yes,5004,34.6,1733,8.7,428,2.5,50,9.1,455,4.4,220
MO,Gasconade,29073960400,Yes,3151,18.3,578,2.5,79,1.2,16,4.9,154,2,63
MO,Greene,29077001800,Yes,3539,39.7,1405,9.2,326,4.2,62,10.9,384,4.7,167
MO,Greene,29077002200,Yes,4111,55.9,2299,9.5,384,5.4,96,12.7,521,7.6,313
MO,Greene,29077002300,Yes,5509,53.3,2934,6,331,3.7,98,10.4,571,6.5,356
MO,Greene,29077003200,Yes,3757,83.3,3130,17.5,632,9.4,133,23.9,897,10,374
MO,Greene,29077003300,Yes,3875,14.4,557,4,154,1.3,20,4,156,1,38
MO,Greene,29077003600,Yes,2785,40.8,1136,7.4,205,4.3,52,10,279,5.5,154
MO,Greene,29077004803,Yes,3650,22.3,815,1.6,55,0.7,10,6.6,242,2.4,89
MO,Grundy,29079960100,No,2099,35.1,738,4.2,88,2.2,19,8.5,178,6.2,130
MO,Grundy,29079960200,No,2054,28.7,590,4.9,100,2,16,7.7,158,4.4,91
MO,Grundy,29079960300,Yes,2786,77.1,2147,16.4,413,8.4,93,18.1,504,15.2,425
MO,Grundy,29079960400,Yes,3493,37.4,1305,4.3,147,1.5,23,9,313,7.2,253
MO,Harrison,29081950100,No,3695,60.4,2232,10.4,382,4.1,62,15.3,565,11.8,435
MO,Henry,29083950400,No,3040,22,670,2.7,83,1.1,15,4.2,128,3.5,107
MO,Henry,29083950500,Yes,4343,100,4343,18.5,780,7.7,139,24.4,1059,18.5,802
MO,Henry,29083950600,Yes,5135,22,1130,2.7,137,1.7,38,5,257,4.6,236
MO,Hickory,29085970100,No,2755,20.8,574,4.3,118,1.1,13,5.7,157,4.1,112
MO,Holt,29087960100,No,1613,100,1613,16.3,263,4,27,24,387,17.9,288
MO,Holt,29087960200,No,1789,100,1789,16.2,281,9.2,74,21.5,385,27.3,489
MO,Howell,29091990400,No,4473,51.3,2296,11.1,493,2.8,47,13.3,597,6.9,309
MO,Howell,29091990600,No,4788,27,1293,3.9,185,1.2,22,7.7,368,3.5,166
MO,Howell,29091990700,Yes,4739,59,2795,17.1,808,10,206,14.9,706,9.6,454
MO,Iron,29093970400,No,2135,56.5,1206,10.5,222,4.9,43,13.8,295,9,191
MO,Jackson,29095000501,Yes,158,43.2,68,9,15,8.3,5,12.2,19,3.1,5
MO,Jackson,29095000502,Yes,1120,100,1120,36.3,408,9.3,37,30.7,344,8.8,99
MO,Jackson,29095002500,Yes,1474,100,1474,17.4,258,23.9,160,25.6,378,11,162
MO,Jackson,29095002600,Yes,25,100,25,53.8,7,0,0,24,6,0,0
MO,Jackson,29095003000,Yes,1596,100,1596,33.8,570,21.5,109,39.5,630,8.4,134
MO,Jackson,29095003200,Yes,465,41.8,195,7.1,31,16.7,34,15.3,71,2.9,13
MO,Jackson,29095004500,Yes,966,100,966,18.4,166,17.8,47,30.8,298,12.7,123
MO,Jackson,29095005901,Yes,566,77.6,439,19.9,108,2.1,5,20.1,113,5.9,33
MO,Jackson,29095005902,Yes,2278,100,2278,13.1,295,6.6,67,22.8,520,7.8,178
MO,Jackson,29095007802,Yes,2605,38.3,997,11.7,314,7.4,81,11.9,310,4.6,121
MO,Jackson,29095007900,Yes,4467,62,2768,21.4,903,11.2,173,20.3,908,10,446
MO,Jackson,29095008800,Yes,4385,17.4,762,5.1,222,3.6,60,5.5,243,1.5,67
MO,Jackson,29095008900,Yes,2198,25.2,553,5.5,120,2.9,24,6.7,147,2.9,64
MO,Jackson,29095009600,Yes,1703,68.9,1174,20.3,333,10.1,57,21.5,367,6.7,113
MO,Jackson,29095010201,Yes,2341,100,2341,14.6,355,14.6,148,30.6,717,6.5,151
MO,Jackson,29095010204,Yes,3868,89.7,3471,7.3,276,4.2,70,21.1,817,10.1,392
MO,Jackson,29095010302,Yes,4113,29.5,1212,3.1,127,1,17,7.7,318,4.4,182
MO,Jackson,29095010401,Yes,1271,70.1,890,9.6,124,3.1,15,16.1,205,9,115
MO,Jackson,29095010500,Yes,5239,72.8,3816,6.7,340,4.8,95,21,1100,7.2,379
MO,Jackson,29095010802,Yes,5,100,5,0,0,0,0,0,0,0,0
MO,Jackson,29095010901,Yes,2067,58.3,1206,9.6,200,12,114,14.2,294,5.3,109
MO,Jackson,29095010902,Yes,666,100,666,20.9,128,10.8,32,23,153,11.7,78
MO,Jackson,29095011000,Yes,5094,23.1,1179,2.5,127,1.3,30,5.2,266,2.6,131
MO,Jackson,29095011300,Yes,4970,35.3,1754,3.2,157,2.7,53,8.9,444,5.2,258
MO,Jackson,29095011405,Yes,3189,100,3189,29.7,927,10.8,131,36.9,1176,11.5,368
MO,Jackson,29095012000,Yes,3246,26.6,862,2.2,72,0.8,12,4.4,143,7,228
MO,Jackson,29095012300,Yes,3340,26.5,886,1,33,1.4,19,4.8,161,7.3,243
MO,Jackson,29095013003,Yes,5156,17.3,890,1.6,83,1.5,32,4,205,1.5,75
MO,Jackson,29095013204,Yes,3004,100,3004,9.4,275,6.4,69,34.9,1049,7,211
MO,Jackson,29095013301,Yes,4239,53.3,2258,4.7,196,3.6,68,12.6,533,6.2,264
MO,Jackson,29095013401,Yes,2915,96.2,2803,15.8,456,8.9,107,27.7,808,5,144
MO,Jackson,29095013406,Yes,4748,73.7,3497,9.3,450,2.4,42,23,1094,3.9,186
MO,Jasper,29097010100,Yes,3354,48,1611,10.6,317,7.6,104,10.8,363,4.7,159
MO,Jasper,29097010300,Yes,5665,53.9,3051,5.5,276,3.8,81,9.9,560,4.2,240
MO,Jasper,29097011600,Yes,4910,42.8,2102,11,537,5.2,90,10.9,535,3.8,189
MO,Jefferson,29099700601,Yes,5410,61.5,3327,8.5,459,7,145,16.3,881,6.8,369
MO,Johnson,29101960600,Yes,3096,18.8,581,4.2,127,3.5,51,5,155,1.2,36
MO,Johnson,29101960800,Yes,3836,22.6,867,1.7,54,0.6,6,10.1,386,0,1
MO,Knox,29103960100,No,2056,41.5,853,8.1,160,4.3,35,9.4,194,8.3,170
MO,Laclede,29105960100,No,7973,32.2,2566,4.5,358,2.9,86,8.7,691,4.1,326
MO,Laclede,29105960298,No,5667,38.2,2164,6.2,348,1.3,27,10.2,576,4.4,250
MO,Laclede,29105960500,Yes,4954,17.3,859,2.2,109,0.7,13,4.5,222,2.3,115
MO,Laclede,29105960600,Yes,3419,37.4,1280,5,171,2.6,38,10.7,367,4.3,146
MO,Lafayette,29107090300,No,1529,71.4,1092,7.2,104,5.4,31,19.5,299,12.4,189
MO,Lawrence,29109970600,Yes,7328,29.7,2175,5.9,421,2,60,8.7,634,4.4,321
MO,Lewis,29111970200,No,2420,86.7,2097,23.2,548,7.4,71,21.2,513,18.9,457
MO,Lewis,29111970300,No,2550,80.8,2060,9.1,226,2.6,25,21.2,541,12.5,320
MO,McDonald,29119970100,No,5456,20.4,1111,3.7,201,1.1,24,6.1,331,2,109
MO,Macon,29121980200,No,2700,23.7,641,5,133,2.6,28,4.9,132,4.6,124
MO,Madison,29123960100,No,3548,40.4,1434,8,284,2.3,32,10.3,367,6.4,226
MO,Madison,29123960200,Yes,5003,10.1,504,1.6,78,0.8,18,2.3,115,1.9,95
MO,Marion,29127960900,Yes,3526,44.9,1583,5.8,199,3.4,48,11.3,398,7.3,257
MO,Mercer,29129970100,No,1637,32.5,532,4.4,73,1.5,10,7.7,127,6.2,101
MO,Miller,29131982900,Yes,5470,23.8,1300,3.4,183,3.4,83,4.2,230,7.3,399
MO,Montgomery,29139970100,No,2898,29.2,845,4.3,119,1.5,17,7.5,218,5.2,149
MO,Newton,29145021000,No,3235,23.1,748,3.7,117,0.8,10,6.5,209,3.5,112
MO,Nodaway,29147970100,No,2762,80.6,2226,11.1,306,4.7,54,20.2,559,15.9,438
MO,Nodaway,29147970300,Yes,7029,62.8,4414,14.5,731,2.7,64,4.9,347,4.1,290
MO,Oregon,29149980100,No,3492,18,628,3.4,118,2.1,30,4.9,172,2.4,83
MO,Oregon,29149980300,No,2541,34.9,887,8.2,207,2.3,25,8.3,212,6.6,168
MO,Ozark,29153970100,No,4685,39.5,1851,8.5,392,1.6,32,7.8,368,9.1,426
MO,Ozark,29153970200,No,4857,61.3,2979,13.8,666,3.8,75,15,730,10.3,501
MO,Pemiscot,29155970200,Yes,3970,39.8,1581,18.7,721,7.3,116,15.9,633,5.3,209
MO,Pemiscot,29155970300,Yes,3227,27.8,896,7.3,230,3.5,44,7.1,229,3.9,127
MO,Pettis,29159981000,Yes,4153,22.3,926,2.3,95,0.6,11,6.9,285,1.9,77
MO,Phelps,29161990300,Yes,6336,22.3,1411,4.3,267,1.9,53,5.5,349,1.9,121
MO,Phelps,29161990400,Yes,4807,40.5,1945,15,486,7.6,119,9,431,4.7,226
MO,Phelps,29161990600,No,2717,43.4,1180,7.5,204,2.7,30,11.5,311,5.7,154
MO,Platte,29165030002,Yes,2921,24.4,714,2.8,75,2,24,5.7,165,1.9,56
MO,Pulaski,29169970386,Yes,9485,42.4,4022,2.8,183,1.9,36,15,1425,0,2
MO,Putnam,29171960100,No,2757,56.2,1550,9.2,252,3.5,40,13.6,375,10,276
MO,Reynolds,29179980100,No,3036,89.9,2728,19.5,581,6.5,79,21.6,657,12.9,392
MO,Ripley,29181970100,No,3935,33.4,1312,5.5,216,2.3,35,7.8,308,4.8,188
MO,Ripley,29181970200,No,2910,29.6,863,7.2,207,1.4,16,7.1,206,4.9,142
MO,Ripley,29181970400,No,2551,30.7,783,7.1,181,3.6,38,7.9,202,6.2,159
MO,St. Clair,29185980100,No,3805,52.1,1982,10.2,372,4.4,70,11.6,440,11.8,448
MO,St. Clair,29185980200,No,2929,49.2,1442,10.1,291,2.2,26,10.3,300,10.3,302
MO,St. Clair,29185980300,No,2918,94.2,2750,17.2,497,7.5,94,21.3,623,19.2,560
MO,St. Francois,29187951100,Yes,6929,21.4,1483,2.6,179,1.3,37,6,416,2.3,160
MO,St. Louis,29189210200,Yes,6248,71.9,4494,9.6,597,6,139,24.5,1529,10.3,643
MO,St. Louis,29189210300,Yes,3627,34.5,1252,5.8,207,3.8,58,10.4,376,4.5,164
MO,St. Louis,29189210701,Yes,8787,26.7,2342,4.5,391,2.9,99,7.4,652,3.5,304
MO,St. Louis,29189211800,Yes,8399,9.4,786,1.5,125,0.3,9,3.5,291,0.9,79
MO,St. Louis,29189212100,Yes,8701,26.6,2317,7.6,656,6,194,9.3,813,2,170
MO,St. Louis,29189212200,Yes,7860,17.1,1341,4.3,328,3.2,90,4.8,374,1.9,151
MO,St. Louis,29189212500,Yes,5230,21.7,1135,2,102,2.6,53,6.4,337,4.3,227
MO,St. Louis,29189213400,Yes,7060,17.6,1245,1.9,135,2.2,63,5.2,366,1.9,138
MO,St. Louis,29189213500,Yes,5160,44.7,2305,3.2,160,2.5,52,10.9,562,7.3,377
MO,St. Louis,29189213600,Yes,4806,100,4806,23.6,1161,21.4,400,31.9,1533,7.7,369
MO,St. Louis,29189213700,Yes,6100,77,4699,15.8,944,11.3,285,18.6,1136,9.2,561
MO,St. Louis,29189213900,Yes,2213,70.4,1558,28.3,623,22.4,159,27.9,617,7.2,160
MO,St. Louis,29189214300,Yes,4214,17.1,722,2.7,113,1.8,30,5.4,226,1.6,67
MO,St. Louis,29189214600,Yes,8572,64.2,5504,6.2,527,4.4,157,15.5,1332,9.9,848
MO,St. Louis,29189220200,Yes,6264,20.5,1287,3.6,220,1.4,32,6,374,3.2,200
MO,St. Louis,29189220300,Yes,1739,100,1739,11.9,200,10.5,77,28.6,498,11.2,194
MO,St. Louis,29189221800,Yes,4249,32.9,1400,10.6,450,8.2,121,11.4,486,3.1,132
MO,Saline,29195990400,Yes,3196,100,3196,16.5,464,11.7,133,25.8,824,13.1,420
MO,Schuyler,29197970100,No,2004,98.8,1979,19.9,397,7.7,63,26.4,528,18.5,371
MO,Schuyler,29197970200,No,2166,80.1,1734,11.6,244,3.8,34,18.1,392,17.6,382
MO,Scotland,29199980100,No,2816,32,902,6.1,171,1.6,16,10.5,295,4.1,116
MO,Scott,29201981200,Yes,6773,16.1,1091,5.8,382,3.2,86,6.3,427,1.5,105
MO,Shannon,29203970100,No,3321,48.5,1611,9.6,317,2.7,37,12.1,401,7,233
MO,Shannon,29203970200,No,5003,35.1,1755,11.1,548,3.5,69,9.3,466,5.6,278
MO,Shelby,29205950100,No,1839,48.7,896,8.2,150,1.1,8,12.4,229,6.6,122
MO,Shelby,29205950300,No,1963,84.4,1658,15.2,287,3.5,28,21.9,431,17.7,348
MO,Sullivan,29211980100,No,2401,37.3,896,6.5,156,2.8,29,9.6,229,7,168
MO,Sullivan,29211980200,No,1770,65.2,1154,8.4,149,3.4,25,18.2,321,11.6,206
MO,Taney,29213980400,No,7068,8,565,1.2,86,0.3,7,1.4,99,1.9,134
MO,Texas,29215980100,No,5487,24.1,1322,3.6,196,0.7,17,6.6,362,2.6,145
MO,Texas,29215980200,No,5416,35.6,1927,9.5,515,3.1,67,9.8,531,6.1,330
MO,Texas,29215980300,No,6101,16.9,1030,3.8,229,1.1,29,4.1,250,3,183
MO,Vernon,29217950100,No,3448,19.6,675,2.9,98,0.7,9,5.1,178,3.2,109
MO,Washington,29221960200,No,4367,29,1269,5.1,220,2.8,45,8,348,4,174
MO,Washington,29221960500,No,3928,30.1,1183,4,158,1.8,28,7.6,299,4.5,175
MO,Wayne,29223990100,No,3494,38.6,1349,8.5,294,2.8,42,9.4,327,7.7,267
MO,Wayne,29223990200,No,3262,56.1,1832,14,450,4.9,66,13,424,10.6,347
MO,Wayne,29223990400,No,2325,55.5,1291,11,253,6.2,58,13.3,310,9.1,213
MO,Worth,29227980100,No,2382,30.8,734,4.3,100,1.8,18,7.6,181,6.5,155
MO,Wright,29229990100,No,3714,58.2,2161,11.5,420,2.3,33,15.2,566,9.2,340
MO,St. Louis City,29510101800,Yes,3200,18.2,581,5.3,167,3.8,51,4.4,141,2.9,92
MO,St. Louis City,29510104500,Yes,1927,100,1927,12.9,245,13.8,132,15.6,300,13.5,261
MO,St. Louis City,29510105200,Yes,2840,100,2840,25.9,731,25.9,375,16.8,477,13.2,376
MO,St. Louis City,29510106200,Yes,2527,100,2527,50.8,1241,38,325,40.4,1020,11,279
MO,St. Louis City,29510107200,Yes,1720,100,1720,30,518,32.7,183,36.4,626,9.7,167
MO,St. Louis City,29510107300,Yes,6086,51.1,3108,11.1,675,11.3,234,16.5,1007,5.7,349
MO,St. Louis City,29510107400,Yes,3625,100,3625,34.1,1230,24.1,274,35.3,1280,10.1,366
MO,St. Louis City,29510108100,Yes,3800,16.7,633,2.8,106,3,40,4.9,185,1.8,68
MO,St. Louis City,29510108400,Yes,1053,46.2,486,17.6,187,9.8,46,14.6,153,5.4,57
MO,St. Louis City,29510108500,Yes,1677,42,705,5.4,39,5.4,16,3.3,55,0.8,14
MO,St. Louis City,29510115600,Yes,5587,36.3,2029,9.3,470,9.5,222,8.9,496,10,561
MO,St. Louis City,29510118100,Yes,2010,100,2010,48.2,980,41.7,272,40.6,817,6.8,136
MO,St. Louis City,29510118400,Yes,1507,100,1507,52.9,555,47.3,401,3.2,48,16.5,249
MO,St. Louis City,29510121400,Yes,122,100,122,59.8,73,43.5,37,12.3,15,18,22
MO,St. Louis City,29510122100,Yes,1625,100,1625,41.9,732,32.3,238,29.2,474,6.9,112
MO,St. Louis City,29510123200,Yes,2048,38.7,793,9.3,186,10.5,101,7.3,150,4.1,83
MO,St. Louis City,29510123300,Yes,3057,44,1346,9.8,293,8.3,113,7.5,228,3.9,119
MO,St. Louis City,29510123400,Yes,2950,100,2950,19.1,561,16.7,289,12.9,380,8.3,246
MT,Beaverhead,30001000100,No,1517,98.8,1498,19.3,292,2.8,18,24.8,377,13.2,200
MT,Big Horn,30003000400,No,145,100,145,12.2,17,0,0,22.1,32,15.9,23
MT,Big Horn,30003940300,No,1542,100,1542,45,688,11.4,46,43.9,677,4,61
MT,Big Horn,30003940500,No,1516,66,1001,14.6,224,5,23,24.8,376,5,76
MT,Big Horn,30003940600,No,2805,61.3,1721,21.1,574,2.8,20,24.5,688,3.3,92
MT,Big Horn,30003940700,No,2305,99.4,2290,37.4,837,3.7,24,37.9,874,6.5,150
MT,Blaine,30005940200,No,1353,100,1353,44.8,604,10.9,41,42.6,576,6.9,94
MT,Carter,30011000300,No,1360,100,1360,18.1,242,3.5,19,26.5,361,17.9,244
MT,Chouteau,30015940100,No,851,100,851,56.5,471,17.6,30,51.5,438,2.5,21
MT,Daniels,30019940200,No,41,100,41,15.8,6,0,0,22,9,26.8,11
MT,Daniels,30019940300,No,31,100,31,36.7,11,0,0,25.8,8,9.7,3
MT,Daniels,30019940500,No,9,100,9,0,0,0,0,0,0,11.1,1
MT,Dawson,30021000100,No,1509,78.7,1188,14.5,216,0.6,4,20,302,13.6,205
MT,Flathead,30029000100,No,3193,25.8,823,3.9,120,0.7,9,5.3,170,2.6,82
MT,Flathead,30029940100,No,17,100,17,0,0,0,0,35.3,6,11.8,2
MT,Garfield,30033000100,No,1279,97.8,1251,21,266,3.3,18,24.4,312,18.8,240
MT,Glacier,30035940100,No,3648,56,2041,14.9,543,4.9,55,19.1,696,3.9,144
MT,Glacier,30035940300,No,511,83.9,429,21.5,111,6.5,8,35.1,179,4,21
MT,Golden Valley,30037000100,No,1042,100,1042,25.8,253,6.8,25,27.6,288,16.5,172
MT,Hill,30041940100,No,369,100,369,30.5,103,13.7,13,37.9,140,8.9,33
MT,Hill,30041940200,No,1584,100,1584,33.7,540,17,67,42.9,680,5.3,84
MT,Judith Basin,30045000100,No,2329,61,1420,13.1,305,3.1,30,16.9,393,10.1,235
MT,Lake,30047940100,No,426,57.8,246,11.2,46,0.8,1,18.3,78,6.6,28
MT,Lake,30047940200,No,1043,58,605,12.4,131,3.7,17,11.7,122,12.2,127
MT,Lake,30047940700,No,1771,55.3,980,11.1,195,2.3,15,16.8,297,4,72
MT,Lewis and Clark,30049000100,No,2203,100,2203,21,452,6.2,58,24.1,532,16.3,360
MT,Liberty,30051050100,No,2158,100,2158,20.3,425,10.1,84,25.8,557,19.7,425
MT,Lincoln,30053000500,No,3293,22.4,736,5.6,185,1.2,17,4.1,135,4.8,157
MT,Mineral,30061994500,No,1923,45,866,6.8,127,1.2,9,11.2,216,4.9,94
MT,Mineral,30061994600,No,1961,45.9,899,8.1,156,2,16,11.3,221,6,118
MT,Missoula,30063000500,Yes,6893,27.5,1893,10.8,522,1.8,36,5.9,405,1.8,124
MT,Petroleum,30069000100,No,493,100,493,23.2,114,0.9,2,26,128,17,84
MT,Phillips,30071940200,No,141,100,141,25.7,35,0,0,31.9,45,18.4,26
MT,Pondera,30073940300,No,891,100,891,40.6,360,10.7,24,41.6,371,6.1,54
MT,Pondera,30073977100,No,1464,98.3,1440,24.4,357,10.2,55,28.6,419,15,220
MT,Ravalli,30081000800,No,1403,48.2,677,15,215,1.9,10,8.1,113,9.3,130
MT,Roosevelt,30085940100,No,753,100,753,42.5,313,12.6,27,40,301,6.1,46
MT,Roosevelt,30085940200,No,3838,98.3,3773,43.8,1647,11.7,134,38.1,1463,6.6,253
MT,Rosebud,30087940400,No,2928,26.1,765,11.1,317,3.6,28,11,321,0.8,25
MT,Sanders,30089000100,No,3238,97.3,3150,14,443,4.3,57,23.2,752,17.6,569
MT,Sanders,30089940100,No,1760,80.8,1422,23.6,408,7,56,17.7,311,17.9,315
MT,Sheridan,30091940100,No,101,99.4,100,11.4,11,4.7,2,23.6,24,23.6,24
MT,Sheridan,30091940200,No,5,100,5,100,6,0,0,40,2,0,0
MT,Silver Bow,30093000100,Yes,5234,22,1150,5.8,287,2.2,51,5.1,269,3.2,169
MT,Valley,30105940500,No,1092,99.5,1087,31.6,338,4.8,17,33.4,365,10.9,119
MT,Wheatland,30107000100,No,2259,100,2259,20.4,440,4,34,26.8,606,19.3,436
MT,Yellowstone,30111000300,Yes,3592,14.7,530,4.7,162,3.6,53,3.1,112,3,106
MT,Yellowstone,30111000901,Yes,2682,30,804,3.2,84,1.1,13,6.6,176,3.8,101
MT,Yellowstone,30111000902,Yes,5069,29.9,1514,5.5,260,1.4,26,6.5,330,2.7,138
MT,Yellowstone,30111001000,Yes,4772,14.4,689,3.3,156,0.9,20,4.4,208,1.2,57
NE,Antelope,31003979600,No,2467,79.2,1954,13.1,323,3.7,34,22.2,548,13.2,325
NE,Antelope,31003979800,No,3173,100,3173,11.2,348,4.8,61,28.5,905,20.2,642
NE,Arthur,31005958300,No,444,100,444,13.8,61,3.8,7,23.9,106,16.4,73
NE,Blaine,31009972400,No,583,100,583,19.4,113,5.9,14,26.2,153,16.8,98
NE,Boone,31011980100,No,4235,45,1908,5.3,221,1.4,22,13.4,567,8.7,369
NE,Boyd,31015975800,No,2438,100,2438,15.2,360,5.8,59,25,609,24.3,592
NE,Buffalo,31019969600,Yes,5303,33,1753,14.2,505,3,48,7.1,379,1.3,69
NE,Burt,31021940100,No,47,37.8,18,16.5,8,0,0,15.6,7,3.2,1
NE,Cedar,31027977200,No,4606,72.8,3351,6.6,294,3.2,58,19.5,900,16.8,774
NE,Cherry,31031955900,No,1553,94.3,1464,13.5,209,2.4,15,26,404,11.8,183
NE,Cuming,31039982600,No,2146,40.7,874,3.4,72,1.6,13,11,235,9.2,198
NE,Cuming,31039982700,No,3014,72.2,2176,6.9,205,2.4,29,19.5,586,14.8,448
NE,Custer,31041971700,No,3188,74.2,2365,9.6,302,3.1,38,20.5,653,15.6,496
NE,Custer,31041971800,No,3045,92,2801,12.2,364,3.7,46,23.6,718,20.1,612
NE,Custer,31041972000,No,1645,76.4,1257,7.9,129,2.8,18,20.4,335,14.8,244
NE,Dawes,31045950600,No,3138,73.9,2320,11.1,342,2.8,34,18.6,584,14.6,459
NE,Dawson,31047968000,No,2675,51.6,1380,6.6,175,1.1,11,15.1,404,7.5,200
NE,Dixon,31051940200,No,208,100,208,11.8,26,0,0,31.7,66,12.5,26
NE,Douglas,31055000400,Yes,2386,71.2,1700,16.4,386,7.4,69,18,430,10.2,244
NE,Douglas,31055000500,Yes,1652,95.2,1573,31.1,288,22.9,84,12.2,201,6,100
NE,Douglas,31055001100,Yes,2894,32.5,941,12.7,364,7.4,80,10.6,307,2.8,82
NE,Douglas,31055001800,Yes,3011,19.1,576,5.7,111,5.7,67,1.4,43,0.5,16
NE,Douglas,31055002200,Yes,1401,100,1401,10.8,130,12.1,61,19.2,269,10.7,150
NE,Douglas,31055002300,Yes,2305,30.9,712,3,64,1.1,9,8.1,187,3.6,84
NE,Douglas,31055002700,Yes,2440,39.3,959,6.9,158,9.9,75,11,267,3.4,83
NE,Douglas,31055002800,Yes,3069,51.9,1592,7.6,231,4.5,48,15.5,475,7.2,222
NE,Douglas,31055002900,Yes,5038,16.4,825,2.6,131,1.6,23,5.1,259,1.9,95
NE,Douglas,31055003401,Yes,3425,100,3425,8.3,285,9,140,24,822,14.5,496
NE,Douglas,31055006000,Yes,4342,37.6,1634,13.1,565,3.4,50,14,609,3.3,144
NE,Douglas,31055006101,Yes,2553,100,2553,24.8,626,11.6,98,37.6,959,7.6,194
NE,Douglas,31055006102,Yes,4197,56,2352,14.2,593,8.8,137,17.8,747,5,209
NE,Douglas,31055006202,Yes,5166,22.3,1150,3,152,3.4,65,5,257,3.9,201
NE,Douglas,31055006301,Yes,2855,100,2855,24.8,701,19.8,227,31.6,903,14.8,423
NE,Douglas,31055006302,Yes,3968,100,3968,8.3,318,4.2,64,27.1,1076,13.5,535
NE,Douglas,31055007001,Yes,3153,100,3153,14.7,433,8.4,135,14.3,452,12.5,395
NE,Douglas,31055007003,Yes,2331,22.9,534,2.9,72,0.3,3,5.8,134,2.2,52
NE,Dundy,31057962300,No,2292,99.9,2289,13.6,303,3.8,37,23.3,533,22.4,514
